Task,Mobile?,Arms,DoFs,Gripper Config,Rigid Gripper?,Can execute?
place the rubik's cube on the left on top of the rubik's cube on the right,False,1,1,No specified Gripper,True,False
place the silver bowl on the toaster,False,1,7,Robot Grippers with 2 Fingers,True,True
place the silver bowl on the toaster,False,1,1,No specified Gripper,True,False
place the silver cans together and the orange cans together,False,1,7,Robot Grippers with 2 Fingers,True,True
place the silver cans together and the orange cans together,False,1,1,No specified Gripper,True,False
place the silver fork on the white plate,False,1,7,Robot Grippers with 2 Fingers,True,True
place the silver fork on the white plate,False,1,1,No specified Gripper,True,False
place the silver jar on the microwave,False,1,6,No specified Gripper,True,True
place the silver jar on the microwave,False,1,1,No specified Gripper,True,False
place the skillet with the knife in it next to the sink.,False,1,6,No specified Gripper,True,True
place the skillet with the knife in it next to the sink.,False,1,1,No specified Gripper,True,False
place the sliced cabbage into the fridge.,False,1,6,No specified Gripper,False,True
place the sliced cabbage into the fridge.,False,1,1,No specified Gripper,True,False
place the snack bar onto the shelf,False,1,7,Robot Grippers with 2 Fingers,True,True
place the snack bar onto the shelf,False,1,1,No specified Gripper,True,False
place the snickers bar in the center of the bottom shelf,False,1,7,Robot Grippers with 2 Fingers,True,True
place the snickers bar in the center of the bottom shelf,False,1,1,No specified Gripper,True,False
place the snickers bar in the center of the bottom shelf of the cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
place the snickers bar in the center of the bottom shelf of the cabinet,False,1,1,No specified Gripper,True,False
place the sock next to the black tupperware,False,1,7,Robot Grippers with 2 Fingers,True,True
place the sock next to the black tupperware,False,1,1,No specified Gripper,True,False
place the spice bottle in the second hole from the top on the spice rack holder,False,1,7,Robot Grippers with 2 Fingers,True,True
place the spice bottle in the second hole from the top on the spice rack holder,False,1,1,No specified Gripper,True,False
place the spice jar onto the spice rack,False,1,7,Robot Grippers with 2 Fingers,True,True
place the spice jar onto the spice rack,False,1,1,No specified Gripper,True,False
place the spray can lid on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
place the spray can lid on the table,False,1,1,No specified Gripper,True,False
place the sprite can in the sink,False,1,7,Robot Grippers with 2 Fingers,True,True
place the sprite can in the sink,False,1,1,No specified Gripper,True,False
place the strawberry and containers on the white plate,False,1,7,Robot Grippers with 2 Fingers,True,True
place the strawberry and containers on the white plate,False,1,1,No specified Gripper,True,False
place the t-shirts on top of the brown box,False,1,7,Robot Grippers with 2 Fingers,True,True
place the t-shirts on top of the brown box,False,1,1,No specified Gripper,True,False
place the toothbrush and the clear bottle on the right side of the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
place the toothbrush and the clear bottle on the right side of the counter,False,1,1,No specified Gripper,True,False
place the towel in the black basket,False,1,7,Robot Grippers with 2 Fingers,True,True
place the towel in the black basket,False,1,1,No specified Gripper,True,False
place the towel inside the black basket,False,1,7,Robot Grippers with 2 Fingers,True,True
place the towel inside the black basket,False,1,1,No specified Gripper,True,False
place the two bottles from the top of toilet to the top of the bath tub.,False,1,6,No specified Gripper,False,True
place the two bottles from the top of toilet to the top of the bath tub.,False,1,1,No specified Gripper,True,False
place the two lap tops from the bed to the desk.,False,1,6,No specified Gripper,False,True
place the two lap tops from the bed to the desk.,False,1,1,No specified Gripper,True,False
place the two lotion bottles from the sink counter into the black bin next to the wall.,False,1,6,No specified Gripper,False,True
place the two lotion bottles from the sink counter into the black bin next to the wall.,False,1,1,No specified Gripper,True,False
place the two rolls on the sink.,False,1,6,No specified Gripper,False,True
place the two rolls on the sink.,False,1,1,No specified Gripper,True,False
place the two t-shirts and two towels inside the brown box,False,1,7,Robot Grippers with 2 Fingers,True,True
place the two t-shirts and two towels inside the brown box,False,1,1,No specified Gripper,True,False
place the two watches on top of the desk into the opening below.,False,1,6,No specified Gripper,False,True
place the two watches on top of the desk into the opening below.,False,1,1,No specified Gripper,True,False
place the water bottle on the middle shelf,False,1,7,Robot Grippers with 2 Fingers,True,True
place the water bottle on the middle shelf,False,1,1,No specified Gripper,True,False
place the watermelon toy in the basket,False,1,7,Robot Grippers with 2 Fingers,True,True
place the watermelon toy in the basket,False,1,1,No specified Gripper,True,False
place the wet soap on the end of the counter top.,False,1,6,No specified Gripper,False,True
place the wet soap on the end of the counter top.,False,1,1,No specified Gripper,True,False
place the whisk in the center of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
place the whisk in the center of the table,False,1,1,No specified Gripper,True,False
place the white adaptor on the white extension cable,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white adaptor on the white extension cable,False,1,1,No specified Gripper,True,False
place the white bottle on the paper,False,1,6,No specified Gripper,True,True
place the white bottle on the paper,False,1,1,No specified Gripper,True,False
place the white bowl next to the kitchen sponge,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white bowl next to the kitchen sponge,False,1,1,No specified Gripper,True,False
place the white brush upright,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white brush upright,False,1,1,No specified Gripper,True,False
place the white cloth on the glass panel,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white cloth on the glass panel,False,1,1,No specified Gripper,True,False
place the white flask inside the white mug,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white flask inside the white mug,False,1,1,No specified Gripper,True,False
place the white mug on the windowsill,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white mug on the windowsill,False,1,1,No specified Gripper,True,False
place the white object from the counter in the pink bowl then pour the objects in the bowl into the clear container on the right,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white object from the counter in the pink bowl then pour the objects in the bowl into the clear container on the right,False,1,1,No specified Gripper,True,False
place the white plush toy on the left side of the desk,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white plush toy on the left side of the desk,False,1,1,No specified Gripper,True,False
place the white rope across the black thing,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white rope across the black thing,False,1,1,No specified Gripper,True,False
place the white towel inside the black basket,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white towel inside the black basket,False,1,1,No specified Gripper,True,False
place the white tube on the red bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white tube on the red bowl,False,1,1,No specified Gripper,True,False
place the white tube on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
place the white tube on the table,False,1,1,No specified Gripper,True,False
place the wine bottle in the fridge to put it in the trash can.,False,1,6,No specified Gripper,True,True
place the wine bottle in the fridge to put it in the trash can.,False,1,1,No specified Gripper,True,False
place the wooden bowl on the couch,False,1,6,No specified Gripper,True,True
place the wooden bowl on the couch,False,1,1,No specified Gripper,True,False
place the wooden rectangle on the top right side of the table on top of the stacked blocks,False,1,7,Robot Grippers with 2 Fingers,True,True
place the wooden rectangle on the top right side of the table on top of the stacked blocks,False,1,1,No specified Gripper,True,False
place the wrench in the black bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
place the wrench in the black bowl,False,1,1,No specified Gripper,True,False
place the yellow block inside the cup,False,1,7,Robot Grippers with 2 Fingers,True,True
place the yellow block inside the cup,False,1,1,No specified Gripper,True,False
place the yellow block through the square part of the wooden object,False,1,7,Robot Grippers with 2 Fingers,True,True
place the yellow block through the square part of the wooden object,False,1,1,No specified Gripper,True,False
place the yellow can upright,False,1,7,Robot Grippers with 2 Fingers,True,True
place the yellow can upright,False,1,1,No specified Gripper,True,False
place the yellow cob of maize inside the silver pot on the left,False,1,7,Robot Grippers with 2 Fingers,True,True
place the yellow cob of maize inside the silver pot on the left,False,1,1,No specified Gripper,True,False
place the yellow knife in the green cup,False,1,7,Robot Grippers with 2 Fingers,True,True
place the yellow knife in the green cup,False,1,1,No specified Gripper,True,False
place the yellow paper on the desk shelf,False,1,6,No specified Gripper,True,True
place the yellow paper on the desk shelf,False,1,1,No specified Gripper,True,False
place the yellow pen inside the bag,False,1,7,Robot Grippers with 2 Fingers,True,True
place the yellow pen inside the bag,False,1,1,No specified Gripper,True,False
place the yellow sponge inside the open drawer,False,1,7,Robot Grippers with 2 Fingers,True,True
place the yellow sponge inside the open drawer,False,1,1,No specified Gripper,True,False
place to watches on top of a cabinet.,False,1,6,No specified Gripper,False,True
place to watches on top of a cabinet.,False,1,1,No specified Gripper,True,False
place two bars of soap onto the lowest shelf.,False,1,6,No specified Gripper,True,True
place two bars of soap onto the lowest shelf.,False,1,1,No specified Gripper,True,False
place two black pens in desk drawer,False,1,6,No specified Gripper,False,True
place two black pens in desk drawer,False,1,1,No specified Gripper,True,False
place two books in a drawer.,False,1,6,No specified Gripper,False,True
place two books in a drawer.,False,1,1,No specified Gripper,True,False
place two bottles of wine inside of the kitchen cabinet to the bottom left of the sink,False,1,6,No specified Gripper,False,True
place two bottles of wine inside of the kitchen cabinet to the bottom left of the sink,False,1,1,No specified Gripper,True,False
place two bottles on a desk.,False,1,6,No specified Gripper,False,True
place two bottles on a desk.,False,1,1,No specified Gripper,True,False
place two bowls on the wooden dresser with a lamp on it.,False,1,6,No specified Gripper,True,True
place two bowls on the wooden dresser with a lamp on it.,False,1,1,No specified Gripper,True,False
place two boxes of tissue in a container.,False,1,6,No specified Gripper,False,True
place two boxes of tissue in a container.,False,1,1,No specified Gripper,True,False
place two boxes of tissue on the top shelf of the metal rack.,True,1,6,No specified Gripper,False,True
place two boxes of tissue on the top shelf of the metal rack.,False,1,1,No specified Gripper,True,False
place two boxes on a table.,False,1,6,No specified Gripper,False,True
place two boxes on a table.,False,1,1,No specified Gripper,True,False
place two chilled glasses in a cabinet.,True,1,6,No specified Gripper,False,True
place two chilled glasses in a cabinet.,False,1,1,No specified Gripper,True,False
"place two computers, from the bed, onto the counter.",False,0,6,No specified Gripper,False,True
"place two computers, from the bed, onto the counter.",False,1,1,No specified Gripper,True,False
place two gold bottles in cabinet below sink,False,1,6,No specified Gripper,False,True
place two gold bottles in cabinet below sink,False,1,1,No specified Gripper,True,False
place two green bottles into red bin,False,1,6,No specified Gripper,True,True
place two green bottles into red bin,False,1,1,No specified Gripper,True,False
place two green spray bottles on top of the white dresser,True,1,6,No specified Gripper,False,True
place two green spray bottles on top of the white dresser,False,1,1,No specified Gripper,True,False
place two newspapers down on the brown chair,False,1,6,No specified Gripper,False,True
place two newspapers down on the brown chair,False,1,1,No specified Gripper,True,False
place two newspapers in the drawer underneath the television.,False,1,6,No specified Gripper,False,True
place two newspapers in the drawer underneath the television.,False,1,1,No specified Gripper,True,False
place two newspapers on the table in front of the tv.,False,1,6,No specified Gripper,False,True
place two newspapers on the table in front of the tv.,False,1,1,No specified Gripper,True,False
place two pencils in a drawer,False,1,6,No specified Gripper,False,True
place two pencils in a drawer,False,1,1,No specified Gripper,True,False
place two pens in a drawer,False,2,6,No specified Gripper,False,True
place two pens in a drawer,False,1,1,No specified Gripper,True,False
place two pens on the dresser that has the tv.,False,1,6,No specified Gripper,False,True
place two pens on the dresser that has the tv.,False,1,1,No specified Gripper,True,False
place two phones on the seat of the large brown chair.,True,1,6,No specified Gripper,False,True
place two phones on the seat of the large brown chair.,False,1,1,No specified Gripper,True,False
place two pillows on a sofa,False,1,6,No specified Gripper,False,True
place two pillows on a sofa,False,1,1,No specified Gripper,True,False
place two pink sponges on middle metal shelf,False,1,6,No specified Gripper,False,True
place two pink sponges on middle metal shelf,False,1,1,No specified Gripper,True,False
place two pots on a shelf,False,1,6,No specified Gripper,True,True
place two pots on a shelf,False,1,1,No specified Gripper,True,False
place two pots on the shelf,False,1,6,No specified Gripper,False,True
place two pots on the shelf,False,1,1,No specified Gripper,True,False
place two remote controls on a table.,False,1,6,No specified Gripper,False,True
place two remote controls on a table.,False,1,1,No specified Gripper,True,False
place two remote controls on a wooden table.,True,1,6,No specified Gripper,False,True
place two remote controls on a wooden table.,False,1,1,No specified Gripper,True,False
place two remote controls on an ottoman.,False,1,6,No specified Gripper,False,True
place two remote controls on an ottoman.,False,1,1,No specified Gripper,True,False
place two salt shakers in the drawer next to the sink.,False,1,6,No specified Gripper,True,True
place two salt shakers in the drawer next to the sink.,False,1,1,No specified Gripper,True,False
place two set of keys on a desk,False,0,6,No specified Gripper,False,True
place two set of keys on a desk,False,1,1,No specified Gripper,True,False
place two soap dispensers on a counter.,False,1,6,No specified Gripper,True,True
place two soap dispensers on a counter.,False,1,1,No specified Gripper,True,False
place two spatulas in a counter drawer.,False,1,6,No specified Gripper,False,True
place two spatulas in a counter drawer.,False,1,1,No specified Gripper,True,False
place two spatulas into the drawer next to the dish washer.,False,1,6,No specified Gripper,True,True
place two spatulas into the drawer next to the dish washer.,False,1,1,No specified Gripper,True,False
place two spray bottles in the trash.,False,1,6,No specified Gripper,False,True
place two spray bottles in the trash.,False,1,1,No specified Gripper,True,False
place two spray bottles on a shelf.,True,1,6,No specified Gripper,False,True
place two spray bottles on a shelf.,False,1,1,No specified Gripper,True,False
place two spray bottles on top of the white cabinet in the bathroom,True,1,6,No specified Gripper,False,True
place two spray bottles on top of the white cabinet in the bathroom,False,1,1,No specified Gripper,True,False
place two statues of different colors on top of the black table,False,1,6,No specified Gripper,False,True
place two statues of different colors on top of the black table,False,1,1,No specified Gripper,True,False
place two tissue boxes on the table.,False,0,6,No specified Gripper,True,True
place two tissue boxes on the table.,False,1,1,No specified Gripper,True,False
place two towel into the bathtub.,False,0,6,No specified Gripper,False,True
place two towel into the bathtub.,False,1,1,No specified Gripper,True,False
place two towels in a drawer,False,1,6,No specified Gripper,False,True
place two towels in a drawer,False,1,1,No specified Gripper,True,False
place two towels into the tub,True,1,6,No specified Gripper,False,True
place two towels into the tub,False,1,1,No specified Gripper,True,False
place two towels on top of the toilet,False,0,6,No specified Gripper,False,True
place two towels on top of the toilet,False,1,1,No specified Gripper,True,False
place two watches on a cabinet.,False,1,6,No specified Gripper,False,True
place two watches on a cabinet.,False,1,1,No specified Gripper,True,False
place two watches on the tv stand,False,2,6,No specified Gripper,False,True
place two watches on the tv stand,False,1,1,No specified Gripper,True,False
place two white bottles on top metal shelf,False,1,6,No specified Gripper,True,True
place two white bottles on top metal shelf,False,1,1,No specified Gripper,True,False
place two white cloths from the box in the white bag,False,1,7,Robot Grippers with 2 Fingers,True,True
place two white cloths from the box in the white bag,False,1,1,No specified Gripper,True,False
place white coffee mug on white dresser,False,1,6,No specified Gripper,False,True
place white coffee mug on white dresser,False,1,1,No specified Gripper,True,False
placing a pan with a knife on a table,False,1,6,No specified Gripper,False,True
placing a pan with a knife on a table,False,1,1,No specified Gripper,True,False
placing a pan with a knife pointed down in it upon a dinner table,False,1,6,No specified Gripper,True,True
placing a pan with a knife pointed down in it upon a dinner table,False,1,1,No specified Gripper,True,False
play with toys,False,1,6,No specified Gripper,True,True
play with toys,False,1,1,No specified Gripper,True,False
plug in the bulb holder with a bulb to the socket,False,1,6,Robot Grippers with 2 Fingers,True,True
plug in the bulb holder with a bulb to the socket,False,1,1,No specified Gripper,True,False
plug the adapter into the extension cord,False,1,7,Robot Grippers with 2 Fingers,True,True
plug the adapter into the extension cord,False,1,1,No specified Gripper,True,False
plug the charger head in the middle of the adapter,False,1,7,Robot Grippers with 2 Fingers,True,True
plug the charger head in the middle of the adapter,False,1,1,No specified Gripper,True,False
point the yellow and black object to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
point the yellow and black object to the left,False,1,1,No specified Gripper,True,False
pour all the contents from the cup into the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour all the contents from the cup into the bowl,False,1,1,No specified Gripper,True,False
pour contents from the clear cup into the white pot,False,1,7,Robot Grippers with 2 Fingers,True,True
pour contents from the clear cup into the white pot,False,1,1,No specified Gripper,True,False
pour out the test tube,False,1,6,Robot Grippers with 2 Fingers,True,True
pour out the test tube,False,1,1,No specified Gripper,True,False
pour some beans from the jar into the red bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some beans from the jar into the red bowl,False,1,1,No specified Gripper,True,False
pour some cereal into the clear bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some cereal into the clear bowl,False,1,1,No specified Gripper,True,False
pour some contents from the box into the pot,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some contents from the box into the pot,False,1,1,No specified Gripper,True,False
pour some contents from the transparent jar into the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some contents from the transparent jar into the bowl,False,1,1,No specified Gripper,True,False
pour some contents from the white mug into the silver pan,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some contents from the white mug into the silver pan,False,1,1,No specified Gripper,True,False
pour some liquid from the white container into the washing machine soap chamber,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some liquid from the white container into the washing machine soap chamber,False,1,1,No specified Gripper,True,False
pour some of the contents in the clear plastic into the clear bowl on the left,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some of the contents in the clear plastic into the clear bowl on the left,False,1,1,No specified Gripper,True,False
pour some of the contents of the blue snack packet into the takeaway pack,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some of the contents of the blue snack packet into the takeaway pack,False,1,1,No specified Gripper,True,False
pour some of the contents of the colourless container into the orange bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some of the contents of the colourless container into the orange bowl,False,1,1,No specified Gripper,True,False
pour some of the contents of the mug into the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour some of the contents of the mug into the bowl,False,1,1,No specified Gripper,True,False
pour the chips from the black pot onto the gray plate,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the chips from the black pot onto the gray plate,False,1,1,No specified Gripper,True,False
pour the coffee beans in the striped bowl into the coffee cup,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the coffee beans in the striped bowl into the coffee cup,False,1,1,No specified Gripper,True,False
pour the contents from the black pot onto the gray plate,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents from the black pot onto the gray plate,False,1,1,No specified Gripper,True,False
pour the contents from the clear jar into the red bowl then put the clear jar on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents from the clear jar into the red bowl then put the clear jar on the table,False,1,1,No specified Gripper,True,False
pour the contents from the container on the left to the container on the right,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents from the container on the left to the container on the right,False,1,1,No specified Gripper,True,False
pour the contents from the transparent jar into the orange bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents from the transparent jar into the orange bowl,False,1,1,No specified Gripper,True,False
pour the contents in the clear bowl on the left into the bowl on the right then place the bowl on the left on the dishrack,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the clear bowl on the left into the bowl on the right then place the bowl on the left on the dishrack,False,1,1,No specified Gripper,True,False
pour the contents in the clear jug into the black pot,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the clear jug into the black pot,False,1,1,No specified Gripper,True,False
pour the contents in the cup on to the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the cup on to the bowl,False,1,1,No specified Gripper,True,False
pour the contents in the glass cup into the black measuring cup,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the glass cup into the black measuring cup,False,1,1,No specified Gripper,True,False
pour the contents in the jar into the pot,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the jar into the pot,False,1,1,No specified Gripper,True,False
pour the contents in the mug cup into the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the mug cup into the bowl,False,1,1,No specified Gripper,True,False
pour the contents in the pink bowl into the clear container,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the pink bowl into the clear container,False,1,1,No specified Gripper,True,False
pour the contents in the silver jug into the white mug,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the silver jug into the white mug,False,1,1,No specified Gripper,True,False
pour the contents in the white bottle on the paper towel,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the white bottle on the paper towel,False,1,1,No specified Gripper,True,False
pour the contents in the white bowl into the black pot,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the white bowl into the black pot,False,1,1,No specified Gripper,True,False
pour the contents in the white mug into the cup,False,0,6,No specified Gripper,True,True
pour the contents in the white mug into the cup,False,1,1,No specified Gripper,True,False
pour the contents in the white mug into the silver pot,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents in the white mug into the silver pot,False,1,1,No specified Gripper,True,False
pour the contents of the basket onto the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the basket onto the counter,False,1,1,No specified Gripper,True,False
pour the contents of the blue cup onto the plate,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the blue cup onto the plate,False,1,1,No specified Gripper,True,False
pour the contents of the blue plate onto the white plate,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the blue plate onto the white plate,False,1,1,No specified Gripper,True,False
pour the contents of the can into the glass,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the can into the glass,False,1,1,No specified Gripper,True,False
pour the contents of the clear jar into the pot,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the clear jar into the pot,False,1,1,No specified Gripper,True,False
pour the contents of the coffee cup into the white plate,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the coffee cup into the white plate,False,1,1,No specified Gripper,True,False
pour the contents of the colourless bowl into the blue bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the colourless bowl into the blue bowl,False,1,1,No specified Gripper,True,False
pour the contents of the cup into the bowl then mix them with a wooden spoon,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the cup into the bowl then mix them with a wooden spoon,False,1,1,No specified Gripper,True,False
pour the contents of the mug into the metal jug,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the mug into the metal jug,False,1,1,No specified Gripper,True,False
pour the contents of the orange cup onto the oven tray,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the orange cup onto the oven tray,False,1,1,No specified Gripper,True,False
pour the contents of the orange cup onto the plate,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the orange cup onto the plate,False,1,1,No specified Gripper,True,False
pour the contents of the paper cup onto the white plastic plate,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the paper cup onto the white plastic plate,False,1,1,No specified Gripper,True,False
pour the contents of the yellow bowl into the green bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents of the yellow bowl into the green bowl,False,1,1,No specified Gripper,True,False
pour the contents out of the white bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the contents out of the white bowl,False,1,1,No specified Gripper,True,False
pour the fries out of the green cup onto the plate,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the fries out of the green cup onto the plate,False,1,1,No specified Gripper,True,False
pour the liquid in the pink mug into the white and blue coffee cup,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the liquid in the pink mug into the white and blue coffee cup,False,1,1,No specified Gripper,True,False
pour the liquid soap in the washing machine dispenser,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the liquid soap in the washing machine dispenser,False,1,1,No specified Gripper,True,False
pour the sachets in the bowl into the wooden holder on the left,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the sachets in the bowl into the wooden holder on the left,False,1,1,No specified Gripper,True,False
pour the seeds from the green plate into the red bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the seeds from the green plate into the red bowl,False,1,1,No specified Gripper,True,False
pour the things in the blue cup into the red cup,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the things in the blue cup into the red cup,False,1,1,No specified Gripper,True,False
pour the things in the bowl into the lunchbox,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the things in the bowl into the lunchbox,False,1,1,No specified Gripper,True,False
pour the things in the bowl into the pot,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the things in the bowl into the pot,False,1,1,No specified Gripper,True,False
pour the things in the glass into the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
pour the things in the glass into the bowl,False,1,1,No specified Gripper,True,False
prepare sandwich,True,2,6,No specified Gripper,False,True
prepare sandwich,False,1,1,No specified Gripper,True,False
prepare vegetables for use,False,1,6,No specified Gripper,False,True
prepare vegetables for use,False,1,1,No specified Gripper,True,False
press a button horizontally with obstacles,False,1,6,Robot Grippers with 2 Fingers,True,True
press a button horizontally with obstacles,False,1,1,No specified Gripper,True,False
press a button on the appliance,False,1,7,Robot Grippers with 2 Fingers,True,True
press a button on the appliance,False,1,1,No specified Gripper,True,False
press a button on the black device,False,1,7,Robot Grippers with 2 Fingers,True,True
press a button on the black device,False,1,1,No specified Gripper,True,False
press a button on the dishwashing machine,False,1,7,Robot Grippers with 2 Fingers,True,True
press a button on the dishwashing machine,False,1,1,No specified Gripper,True,False
press a button on the electric fan,False,1,7,Robot Grippers with 2 Fingers,True,True
press a button on the electric fan,False,1,1,No specified Gripper,True,False
press a button on the laptop,False,1,7,Robot Grippers with 2 Fingers,True,True
press a button on the laptop,False,1,1,No specified Gripper,True,False
press a button the remote,False,1,7,Robot Grippers with 2 Fingers,True,True
press a button the remote,False,1,1,No specified Gripper,True,False
press down on the black spray bottle,False,1,7,Robot Grippers with 2 Fingers,True,True
press down on the black spray bottle,False,1,1,No specified Gripper,True,False
press down on the object,False,1,7,Robot Grippers with 2 Fingers,True,True
press down on the object,False,1,1,No specified Gripper,True,False
press down on the pump bottle,False,1,7,Robot Grippers with 2 Fingers,True,True
press down on the pump bottle,False,1,1,No specified Gripper,True,False
press on the black object,False,1,7,Robot Grippers with 2 Fingers,True,True
press on the black object,False,1,1,No specified Gripper,True,False
press on the handwash bottle,False,1,6,No specified Gripper,True,True
press on the handwash bottle,False,1,1,No specified Gripper,True,False
press on the soap dispenser,False,1,6,No specified Gripper,True,True
press on the soap dispenser,False,1,1,No specified Gripper,True,False
press one button on the left side of the oven,False,1,7,Robot Grippers with 2 Fingers,True,True
press one button on the left side of the oven,False,1,1,No specified Gripper,True,False
press some buttons on the air conditioner,False,1,7,Robot Grippers with 2 Fingers,True,True
press some buttons on the air conditioner,False,1,1,No specified Gripper,True,False
press the backspace key on the keyboard,False,1,7,Robot Grippers with 2 Fingers,True,True
press the backspace key on the keyboard,False,1,1,No specified Gripper,True,False
press the button at the bottom right corner of the face of the stove,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button at the bottom right corner of the face of the stove,False,1,1,No specified Gripper,True,False
press the button at the top the machine,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button at the top the machine,False,1,1,No specified Gripper,True,False
press the button of the left side of the air fryer,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button of the left side of the air fryer,False,1,1,No specified Gripper,True,False
press the button on the decoder,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button on the decoder,False,1,1,No specified Gripper,True,False
press the button on the heater,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button on the heater,False,1,1,No specified Gripper,True,False
press the button on the keyboard,False,1,6,Robot Grippers with 2 Fingers,True,True
press the button on the keyboard,False,1,1,No specified Gripper,True,False
press the button on the machine and place the pillow on top of it,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button on the machine and place the pillow on top of it,False,1,1,No specified Gripper,True,False
press the button on the object,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button on the object,False,1,1,No specified Gripper,True,False
press the button on the right side of the breakfast station to open the chamber on the right,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button on the right side of the breakfast station to open the chamber on the right,False,1,1,No specified Gripper,True,False
press the button on the second socket from the right,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button on the second socket from the right,False,1,1,No specified Gripper,True,False
press the button on the top of the coffee maker,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button on the top of the coffee maker,False,1,1,No specified Gripper,True,False
press the button on the top right side of the breakfast station,False,1,7,Robot Grippers with 2 Fingers,True,True
press the button on the top right side of the breakfast station,False,1,1,No specified Gripper,True,False
press the button to eject the compartment on the side of the oven,False,1,7,Robot Grippers with 2 Fingers,True,True
